DEPTH,AT10,DTCO,DTSM,GR,NPHI,PR,RHOZ
841.8576,1.3019,145.8905,363.733,104.5185,0.4361,0.4041,2.1922
842.01,1.2953,145.022,363.8849,105.9749,0.4272,0.4056,2.1932
842.1624,1.2996,143.5268,361.8573,103.0939,0.4243,0.4067,2.1868
842.3148,1.305,143.5799,358.6996,106.9504,0.4437,0.4046,2.184
842.4672,1.3037,143.6364,358.1818,107.0216,0.4457,0.4042,2.1829
842.6196,1.2932,145.0186,361.549,113.5315,0.4089,0.4041,2.1873
842.772,1.2892,146.655,367.6917,106.392,0.4383,0.4054,2.186
842.9244,1.2591,148.445,372.7067,100.5626,0.4385,0.4057,2.1853
843.0768,1.2191,149.4952,379.5767,98.6811,0.4661,0.4082,2.1801
843.2292,1.2006,150.2507,384.7067,101.9008,0.4367,0.41,2.1773
843.3816,1.2045,150.0565,384.2301,110.3511,0.427,0.41,2.175
843.534,1.2262,148.6177,379.1023,109.8134,0.4401,0.4092,2.1756
843.6864,1.2422,146.9814,372.3658,108.606,0.4648,0.4077,2.1771
843.8388,1.2597,146.1129,366.9872,101.2369,0.4599,0.4058,2.1841
843.9912,1.2963,145.3857,362.8146,104.3907,0.4399,0.4044,2.19
844.1436,1.3032,144.9655,360.9574,109.2903,0.4459,0.4038,2.1923
844.296,1.2726,145.8306,362.87,108.3934,0.4459,0.4037,2.1831
844.4484,1.2465,146.6143,365.1094,107.186,0.4625,0.4039,2.1666
844.6008,1.2262,147.188,366.9851,107.7248,0.4364,0.4042,2.1517
844.7532,1.2078,146.812,370.6399,111.8217,0.4941,0.407,2.1446
844.9056,1.2291,147.8024,373.7216,116.3269,0.4579,0.4073,2.1474
845.058,1.2622,148,374.1818,115.9897,0.4659,0.4073,2.1653
845.2104,1.2774,147.0785,367.4474,112.0996,0.445,0.4046,2.1778
845.3628,1.28,146.9091,365.5696,106.4545,0.4599,0.4037,2.1915
845.5152,1.2791,146.7555,362.6996,102.3594,0.4614,0.4021,2.189
845.6676,1.2651,146.4201,364.3246,106.519,0.4347,0.4037,2.1909
845.82,1.2682,146.0565,364.1151,105.8574,0.4598,0.4041,2.1872
845.9724,1.2854,146,362.4695,101.4849,0.4458,0.4032,2.1881
846.1248,1.2794,146,363.1002,108.0053,0.4427,0.4036,2.187
846.2772,1.2531,144.9249,362.3544,109.4045,0.4641,0.4048,2.1854
846.4296,1.2477,145.8024,368.304,116.8261,0.4603,0.4071,2.1849
846.582,1.265,145.3857,368.2301,111.1105,0.4879,0.4077,2.1912
846.7344,1.2833,145.2727,363.1023,112.7204,0.4335,0.4047,2.1941
846.8868,1.296,145.5799,368.304,117.7986,0.4058,0.4074,2.1948
847.0392,1.2901,146.2507,366.6996,109.4015,0.3775,0.4054,2.1926
847.1916,1.2617,146.0565,369.549,110.7633,0.4513,0.4074,2.1949
847.344,1.2284,146.6143,371.1002,111.0877,0.5309,0.4075,2.191
847.4964,1.2037,147.4952,374.6399,114.8565,0.5462,0.4083,2.1786
847.6488,1.195,147.9435,373.13,110.5426,0.5126,0.4067,2.1669
847.8012,1.1998,148.3072,376.0945,106.9019,0.4782,0.4079,2.1639
847.9536,1.1997,148.6708,377.9517,110.7943,0.5079,0.4085,2.1641
848.106,1.1915,148.7273,381.549,111.8023,0.5515,0.4104,2.1622
848.2584,1.1961,147.8058,386.4673,116.0467,0.5356,0.4143,2.1606
848.4108,1.2118,147.9435,382.9872,115.9778,0.527,0.4123,2.1645
848.5632,1.2406,148.3072,378.8146,117.2133,0.4408,0.4095,2.172
848.7156,1.2526,149.1316,372.3658,105.3982,0.4594,0.4045,2.1812
848.868,1.2269,150.1942,380.456,109.2977,0.4258,0.4077,2.1816
849.0204,1.1859,150.6708,388.304,112.0187,0.4398,0.4114,2.181
849.1728,1.1626,150.1129,391.5973,118.8029,0.4231,0.4139,2.1776
849.3252,1.1674,148.3105,392,115.174,0.4481,0.4165,2.1873
849.4776,1.1872,146.9249,389.245,111.0728,0.4424,0.4169,2.1905
849.63,1.2098,146.4201,388.1151,112.5545,0.4594,0.417,2.1864
849.7824,1.2332,146.6708,387.3878,109.0642,0.4874,0.4163,2.1756
849.9348,1.2344,147.0345,386.3544,107.7588,0.5038,0.4153,2.1705
850.0872,1.2213,146.7837,388.3246,107.887,0.5015,0.4167,2.1759
850.2396,1.2143,146.4201,389.3395,110.503,0.481,0.4176,2.1844
850.392,1.2257,146.978,392.2095,112.558,0.4811,0.4183,2.1894
850.5444,1.2216,147.2445,391.5028,107.3896,0.4971,0.4176,2.1926
850.6968,1.2049,148.655,393.1094,110.0056,0.5072,0.4166,2.1848
850.8492,1.2036,149.8306,394.9851,105.8054,0.4758,0.416,2.1808
851.0016,1.2148,150,393.13,110.1688,0.4494,0.4148,2.1809
851.154,1.2417,150,391.5028,103.9917,0.3998,0.414,2.188
851.3064,1.257,150,394.6399,113.0305,0.4251,0.4156,2.1973
851.4588,1.2783,150,380.8857,119.2232,0.4286,0.4082,2.1918
851.6112,1.2802,150,368.9986,125.6747,0.4312,0.401,2.184
851.7636,1.3294,148.3105,355.6406,120.5655,0.43,0.3947,2.1844
851.916,1.6968,146.9249,341.5164,111.3543,0.3945,0.3864,2.2076
852.0684,2.2881,146.4201,329.1712,108.7334,0.3993,0.3767,2.2344
852.2208,2.5992,147.4388,322.6811,110.7849,0.3835,0.3681,2.2455
852.3732,2.5676,156.3908,319.6754,112.0608,0.3809,0.3427,2.2338
852.5256,2.6441,161.3789,319.2727,111.9926,0.3376,0.3284,2.2103
852.678,2.8605,165.6861,323.2521,109.3375,0.3095,0.3218,2.1935
852.8304,3.0589,168.0531,329.2038,110.3455,0.3093,0.3238,2.1837
852.9828,3.1014,168.0565,335.6917,112.0266,0.3412,0.3328,2.1818
853.1352,2.9058,166.3105,340.0945,111.6912,0.3554,0.3429,2.1902
853.2876,2.7216,163.5426,343.4822,113.1025,0.3779,0.3534,2.2052
853.44,2.5535,158.7905,344,112.7595,0.367,0.3646,2.2204
853.5924,2.4619,158.7679,342.1634,112.1546,0.3699,0.3628,2.2269
853.7448,2.4434,159.8306,340.2876,109.7353,0.3623,0.3585,2.2288
853.8972,2.5127,161.6895,337.8573,105.5602,0.3551,0.3515,2.2317
854.0496,2.6606,163.6895,338.0668,111.0037,0.3512,0.3469,2.2204
854.202,2.7583,166.7646,338.4879,109.9289,0.3586,0.3397,2.2023
854.3544,2.7806,167.8871,340.9943,110.15,0.3919,0.34,2.1741
854.5068,2.9343,168,339.6179,105.3113,0.369,0.338,2.1496
854.6592,3.1405,167.6928,334.9872,107.1925,0.3608,0.3328,2.138
854.8116,2.9592,167.022,332.3452,102.4172,0.3308,0.331,2.1434
854.964,2.4844,164.1445,332.6122,99.9353,0.3548,0.339,2.1652
855.1164,2.2038,160.2575,336.0945,91.8159,0.3822,0.3529,2.1802
855.2688,1.9609,157.4862,342.8494,96.0497,0.4231,0.3663,2.1946
855.4212,1.7879,154.4799,349.2038,95.7711,0.4785,0.3783,2.2045
855.5736,1.7477,153.0785,355.6917,95.8261,0.4607,0.3863,2.218
855.726,1.6938,158.2846,359.4822,95.8261,0.439,0.3797,2.2237
855.8784,1.6748,160.9622,356.6328,91.0739,0.4393,0.3721,2.217
856.0308,1.7088,162.8086,354.4695,92.4275,0.4278,0.3663,2.2016
856.1832,1.8443,163.8588,352.3452,88.8373,0.4234,0.362,2.1881
856.3356,1.9757,162.6177,349.8573,92.1162,0.382,0.3622,2.1851
856.488,1.8451,159.4455,350.0668,91.7706,0.4128,0.3691,2.1987
856.6404,1.6875,155.3766,353.549,96.3715,0.4401,0.3803,2.2056
856.7928,1.5857,153.4986,364.2834,95.1618,0.451,0.3921,2.2111
856.9452,1.5054,153.2727,371.6917,94.5012,0.4376,0.3976,2.2069
857.0976,1.4714,151.8905,370.5845,89.2025,0.4316,0.399,2.2056
857.25,1.5149,156.244,370.1818,86.38,0.3977,0.3916,2.1952
857.4024,1.6572,159.2411,366.8146,86.38,0.389,0.3839,2.174
857.5548,1.856,160.2507,366.1818,88.9857,0.3847,0.3816,2.1557
857.7072,1.9053,160.0565,365.5696,90.1414,0.4733,0.3814,2.1556
857.8596,1.676,156.6211,368.2095,86.5192,0.4919,0.3896,2.1786
858.012,1.5444,154.3105,372.0945,84.7743,0.5002,0.3961,2.2011
858.1644,1.4851,153.3857,377.3189,85.8362,0.4452,0.401,2.2105
858.3168,1.43,153.8871,378.1818,93.9521,0.426,0.4008,2.2044
858.4692,1.3863,154,381.549,98.1223,0.3992,0.4027,2.1959
858.6216,1.3975,154,386.4673,103.701,0.4106,0.4056,2.1936
858.774,1.4178,154.3072,389.1094,103.0936,0.3947,0.4067,2.1952
858.9264,1.4013,154.978,388.8423,96.2302,0.4336,0.4056,2.2108
859.0788,1.3715,155.8588,388.7273,93.8772,0.4667,0.4042,2.2084
859.2312,1.3656,156,392.0945,94.0788,0.5062,0.406,2.2006
859.3836,1.3919,155.3857,392.1151,95.9114,0.4929,0.4069,2.1887
859.536,1.4159,154.1976,390.4695,88.6052,0.4464,0.4076,2.1926
859.6884,1.3966,153.0785,386.8146,84.573,0.4566,0.4072,2.2126
859.8408,1.3797,151.2196,387.7124,89.4116,0.4935,0.4103,2.2182
859.9932,1.3588,150.1412,383.1023,94.9033,0.5208,0.4093,2.2195
860.1456,1.3472,150,382.1818,96.6587,0.4979,0.409,2.2065
860.298,1.3532,150.6143,380.9574,93.0274,0.4548,0.4074,2.2005
860.4504,1.3533,150.7273,381.9517,87.1367,0.4486,0.4078,2.1968
860.6028,1.3686,151.0345,384.3246,86.1306,0.476,0.4087,2.1969
860.7552,1.3971,151.8588,382.5845,89.2112,0.4828,0.4065,2.1965
860.9076,1.4262,152.3072,381.5696,94.0939,0.4614,0.4052,2.1913
861.06,1.4202,152.978,382.0668,92.0283,0.4165,0.4045,2.1806
861.2124,1.4129,153.8588,381.5696,91.9596,0.4022,0.4029,2.1735
861.3648,1.4031,154,379.6179,92.9092,0.4048,0.4015,2.1823
861.5172,1.3963,154,383.2521,95.0322,0.3999,0.4037,2.1906
861.6696,1.3919,154.6143,381.245,92.2783,0.418,0.4016,2.1983
861.822,1.3774,156.7239,380.7273,90.4672,0.4042,0.398,2.1946
861.9744,1.3977,159.5483,380.7273,98.6996,0.4083,0.3935,2.1869
862.1268,1.4689,161.9966,378.5845,100.4538,0.3999,0.3879,2.1738
862.2792,1.5329,164.0531,375.1207,100.1056,0.3833,0.3818,2.1625
862.4316,1.5388,167.4354,378.5249,89.4539,0.3777,0.3784,2.1585
862.584,1.5604,172.7612,375.9055,88.2465,0.3666,0.3661,2.1566
862.7364,1.5941,178.244,371.9055,87.8009,0.4145,0.3509,2.1435
862.8888,1.7335,181.2411,373.7201,91.5716,0.3928,0.3462,2.1186
863.0412,1.9534,179.6397,-312.765,90.7667,0.359,-499.451904,2.0965
863.1936,2.0555,175.8938,374.5454,93.2283,0.3393,0.3585,2.1004
863.346,1.9016,171.5866,379.7493,87.8447,0.3832,0.3717,2.1224
863.4984,1.6492,168.4517,388.9922,83.6545,0.3945,0.3846,2.1381
863.6508,1.5723,164.6211,388.4027,80.578,0.3868,0.3905,2.1375
863.8032,1.5833,160.6211,387.3878,83.3455,0.4008,0.3962,2.1405
863.9556,1.5275,158.3105,387.2727,86.5842,0.4152,0.3997,2.1571
864.108,1.4086,154.6211,389.7216,90.3586,0.402,0.4066,2.1757
864.2604,1.3456,153.0785,393.8551,93.6394,0.4178,0.411,2.1876
864.4128,1.3599,155.5201,393.0149,95.8571,0.4804,0.4072,2.1851
864.5652,1.3526,159.3789,394.2578,95.9061,0.5489,0.4023,2.1782
864.7176,1.3498,163.3789,390.8722,93.8328,0.5206,0.3942,2.1743
864.87,1.4402,165.0751,387.733,95.6472,0.4512,0.3893,2.179
865.0224,1.5781,164.9655,388.4972,96.7484,0.4057,0.39,2.1827
865.1748,1.5861,164.1412,385.9723,94.7896,0.4129,0.3896,2.1763
865.3272,1.4971,161.3557,385.4546,91.1052,0.4568,0.3938,2.1739
865.4796,1.444,161.4686,388.8217,90.4065,0.4931,0.3958,2.1769
865.632,1.4893,162.1777,382.7202,93.3612,0.4943,0.3906,2.1791
865.7844,1.5678,163.1601,379.6179,95.5747,0.4872,0.3867,2.1751
865.9368,1.5742,165.8911,379.2727,94.4254,0.4469,0.3817,2.1677
866.0892,1.5693,170.3569,381.1094,94.0332,0.4131,0.3751,2.1615
866.2416,1.5871,175.8521,376.2507,92.4234,0.3979,0.3603,2.146
866.394,1.6897,183.1779,370.9872,91.806,0.4033,0.3388,2.1095
866.5464,1.9733,182.367,369.5696,88.1838,0.3678,0.3391,2.0637
866.6988,2.2381,185.9933,366.6996,81.9904,0.3382,0.3268,2.0263
866.8512,2.2064,189.1847,365.5696,75.1482,0.2978,0.3171,2.0178
867.0036,2.1905,189.3292,368.8217,76.7581,0.3257,0.3211,2.029
867.156,2.183,185.8938,374.9645,83.1321,0.3095,0.3371,2.0595
867.3084,2.0094,183.8905,376,86.3077,0.3189,0.3428,2.0938
867.4608,1.8269,180.8718,374.4695,86.9672,0.3478,0.3479,2.1241
867.6132,1.7537,177.5991,376.9368,87.4479,0.3553,0.3573,2.1261
867.7656,1.7627,172.7905,374.6996,88.2529,0.3727,0.365,2.1174
867.918,1.7421,168.9283,376.3246,86.0788,0.3455,0.3738,2.1092
868.0704,1.6234,165.4455,377.3395,86.0211,0.3739,0.381,2.1143
868.2228,1.5563,162.4517,381.434,85.2162,0.4175,0.3892,2.1276
868.3752,1.4976,160.0034,382.1818,88.1967,0.4388,0.3937,2.1402
868.5276,1.453,158.8684,380.3452,83.3671,0.4441,0.3943,2.1533
868.68,1.4165,159.4952,379.3878,84.2673,0.4574,0.3927,2.1673
868.8324,1.3994,159.6364,378.3544,84.6125,0.4571,0.3917,2.1807
868.9848,1.4378,161.3258,377.5696,89.4421,0.467,0.3883,2.1889
869.1372,1.487,161.022,377.4546,87.3824,0.4074,0.3888,2.1784
869.2896,1.5097,160.1412,378.0668,83.6098,0.4162,0.3907,2.1729
869.442,1.4995,158.3105,380.3246,81.5764,0.3802,0.3952,2.1789
869.5944,1.4344,156.3105,386.8494,88.1692,0.4326,0.4024,2.1975
869.7468,1.3628,154.3105,390.1427,93.3504,0.427,0.4073,2.2024
869.8992,1.3202,152.3105,389.6271,99.4737,0.4171,0.4098,2.1915
870.0516,1.32,152,388.2301,96.2617,0.4011,0.4095,2.1835
870.204,1.3254,150.9249,384.0206,92.4918,0.4264,0.4087,2.1908
870.3564,1.3217,150.4201,382.6605,89.8708,0.4317,0.4086,2.2013
870.5088,1.3212,150.3636,385.6065,90.4668,0.4424,0.4103,2.2069
870.6612,1.3127,150.6708,387.7124,92.4256,0.4323,0.4111,2.1938
870.8136,1.301,151.8024,390.755,91.2237,0.4985,0.4111,2.1822
870.966,1.2847,153.6895,393.7216,90.4727,0.5043,0.4101,2.1748
871.1184,1.2927,158.1468,391.733,91.9412,0.5023,0.4026,2.177
871.2708,1.3068,161.5201,387.9055,91.0705,0.4807,0.3951,2.1838
871.4232,1.3632,164.611,385.7422,93.6326,0.4362,0.3887,2.1762
871.5756,1.468,165.8588,383.6179,94.4391,0.391,0.385,2.1679
871.728,1.5522,164.3105,383.2727,93.4695,0.3816,0.3874,2.1608
871.8804,1.5226,161.389,387.2521,88.2864,0.3846,0.3949,2.1701
872.0328,1.4519,158.4517,391.3672,80.6252,0.4445,0.402,2.1926
872.1852,1.3878,155.389,392.6122,81.1924,0.4742,0.4071,2.2041
872.3376,1.3231,154.1412,393.3395,87.189,0.4677,0.4093,2.2145
872.49,1.3091,154.3072,393.4546,92.1727,0.4608,0.4091,2.2074
872.6424,1.3384,156.0531,391.0057,92.0269,0.4312,0.4053,2.2136
872.7948,1.3649,157.1316,385.6477,87.0383,0.4768,0.4005,2.2051
872.9472,1.4349,157.8871,381.9723,82.8124,0.4891,0.397,2.2066
873.0996,1.5215,158.6143,378.6996,82.6842,0.5091,0.3936,2.2029
873.252,1.5449,159.8024,375.733,82.8346,0.4812,0.3896,2.2052
873.4044,1.5597,160.6143,374.6605,86.658,0.4185,0.3874,2.2008
873.5568,1.5756,160.4201,375.1577,88.3991,0.3913,0.3881,2.1911
873.7092,1.5938,160.0565,377.1094,89.4053,0.3626,0.3901,2.1873
873.8616,1.5792,160,377.7607,92.3587,0.3912,0.3907,2.1867
874.014,1.5292,161.6895,377.5121,90.4892,0.3983,0.3877,2.19
874.1664,1.4816,167.3755,376.8423,93.1052,0.407,0.3771,2.1956
874.3188,1.5525,174.5071,376.013,86.9818,0.4024,0.3627,2.185
874.4712,1.7191,179.3224,375.1645,89.5776,0.3647,0.3519,2.156
874.6236,1.9927,180.6143,374.316,88.426,0.3327,0.3483,2.1234
874.776,1.9904,182.4167,377.549,92.1997,0.3222,0.3477,2.1234
874.9284,1.8135,177.6589,381.549,86.5854,0.3385,0.3616,2.1392
875.0808,1.6795,172.734,383.7124,83.7628,0.3771,0.3729,2.1534
875.2332,1.6898,170.9249,384,81.2117,0.3503,0.3765,2.1536
875.3856,1.6948,169.8058,377.8778,79.245,0.3637,0.3735,2.1566
875.538,1.6471,167.6397,376.7273,83.2772,0.3665,0.3765,2.167
875.6904,1.5895,165.8905,379.4822,82.8098,0.4275,0.3819,2.1763
875.8428,1.5498,166.2507,380,83.5691,0.4457,0.3816,2.183
875.9952,1.4969,171.1248,374.7962,78.0559,0.4469,0.3683,2.1828
876.1476,1.4823,172.3072,374.1243,75.8894,0.418,0.3654,2.1714
876.3,1.5923,175.1282,374.4879,81.7832,0.4104,0.36,2.1527
876.4524,1.7789,178.5545,374.8516,80.5977,0.3924,0.3533,2.1367
876.6048,1.9384,182.1626,375.2152,79.1416,0.3697,0.3458,2.1291
876.7572,1.9562,186.1062,375.5788,71.6379,0.3536,0.3373,2.1168
876.9096,2.0101,186.1129,375.9425,77.2724,0.36,0.3377,2.0962
877.062,2.0998,185.3857,374.7755,79.3334,0.3637,0.338,2.0872
877.2144,2.1035,177.1326,375.1577,79.1322,0.3658,0.3566,2.0971
877.3668,1.9338,173.6397,380.4766,74.5073,0.3546,0.3685,2.113
877.5192,1.7754,171.1225,381.7607,75.6665,0.3598,0.3743,2.133
877.6716,1.6226,168.7306,381.8182,79.6911,0.3584,0.3787,2.1563
877.824,1.4941,166.9814,383.0426,83.7673,0.3913,0.3827,2.1791
877.9764,1.4441,164.4235,382.6605,86.2475,0.4138,0.3868,2.1899
878.1288,1.4017,162.3105,379.7905,86.702,0.4611,0.3883,2.1939
878.2812,1.3845,160.0034,379.8849,87.2506,0.4948,0.3922,2.1959
878.4336,1.3836,160.8651,378.4695,85.9779,0.5228,0.3898,2.186
878.586,1.4197,161.8588,377.5696,86.7843,0.4734,0.3874,2.1692
878.7384,1.4309,161.0785,378.0668,87.2437,0.4875,0.3891,2.158
878.8908,1.4008,161.8306,376.9574,84.6057,0.4753,0.387,2.1627
879.0432,1.3855,165.3789,373.9723,81.5816,0.486,0.3784,2.1685
879.1956,1.3886,166.7679,373.5226,80.3173,0.4348,0.3755,2.1599
879.348,1.3982,168.9057,373.6034,78.5281,0.3925,0.3715,2.1337
879.5004,1.4206,169.5799,373.6842,78.9184,0.4011,0.3703,2.1138
879.6528,1.4147,169.3292,373.765,79.7795,0.3852,0.3709,2.1169
879.8052,1.3867,169.1191,373.8458,81.8401,0.3803,0.3714,2.1337
879.9576,1.3599,170.4732,373.9266,81.6031,0.3969,0.3688,2.1577
880.11,1.3339,173.1847,374.0074,80.7421,0.4054,0.3635,2.1601
880.2624,1.3132,170.2575,374.0883,88.3635,0.4148,0.3694,2.1474
880.4148,1.2855,165.7967,374.169,92.1869,0.3825,0.3778,2.1206
880.5672,1.3128,160.0226,377.549,95.6689,0.3751,0.3905,2.1117
880.7196,1.3109,156.4799,381.549,95.3054,0.406,0.3989,2.1255
880.872,1.3036,152.6211,383.1002,97.058,0.4438,0.4057,2.1476
881.0244,1.2861,150.3105,382.3544,100.3606,0.4664,0.4086,2.1676
881.1768,1.2718,149.2321,375.4474,100.5,0.4974,0.4062,2.1702
881.3292,1.2649,148.7837,370.2024,97.3916,0.4721,0.4037,2.1618
881.4816,1.2551,148.4201,370.0668,89.8552,0.4716,0.4042,2.1445
881.634,1.2251,148.6708,374.4673,86.6355,0.4236,0.4064,2.1432
881.7864,1.2066,148.1129,373.13,88.0855,0.4033,0.4065,2.151
881.9388,1.2205,146.9249,373.3395,91.2521,0.4061,0.4084,2.158
882.0912,1.2373,145.345,370.0874,86.8728,0.4213,0.4088,2.1596
882.2436,1.252,143.555,369.4546,85.0196,0.4288,0.4111,2.1565
882.396,1.2485,142.812,376.8011,81.5986,0.3955,0.4161,2.1563
882.5484,1.2501,143.188,381.549,81.353,0.3915,0.418,2.1503
882.7008,1.2544,144.5014,385.549,83.917,0.3987,0.4183,2.1461
882.8532,1.2559,145.4952,387.1002,90.3564,0.437,0.4177,2.1491
883.0056,1.2537,146.5579,387.2727,95.6423,0.4222,0.4164,2.1571
883.158,1.2552,147.188,387.2727,97.3121,0.4078,0.4156,2.1687
883.3104,1.2577,147.2727,386.3544,93.9857,0.391,0.415,2.1719
883.4628,1.2593,147.5799,386.1818,96.142,0.4812,0.4145,2.1706
883.6152,1.2607,150.7081,388.3246,90.4476,0.506,0.4113,2.1644
883.7676,1.2759,152.9622,388.7273,89.0001,0.5176,0.4084,2.1593
883.92,1.2731,154.5014,389.3395,89.5552,0.4257,0.4065,2.1535
884.0724,1.2596,156.4167,390.0668,93.8384,0.4495,0.4042,2.1581
884.2248,1.2886,156.4201,391.7124,93.4352,0.4145,0.4051,2.1668
884.3772,1.3083,155.1349,392,93.8862,0.4339,0.4071,2.1736
884.5296,1.3114,153.0661,392,89.8043,0.4093,0.4101,2.1699
884.682,1.328,151.4986,392,87.9743,0.4486,0.4122,2.1643
884.8344,1.3458,150.5048,392,87.6344,0.42,0.4136,2.1635
884.9868,1.3436,150.0565,394.1427,93.934,0.4289,0.4152,2.1646
885.1392,1.3493,148.3105,391.7905,92.4893,0.4056,0.4164,2.1693
885.2916,1.3607,147.6921,395.8643,86.9934,0.4456,0.4191,2.1747
885.444,1.3503,147.8247,397.3395,85.1867,0.4465,0.4197,2.1801
885.5964,1.355,148.0487,396.2301,90.0743,0.5027,0.4189,2.178
885.7488,1.4029,148.2727,392.6328,90.7316,0.4724,0.4168,2.1731
885.9012,1.4069,151.4008,389.245,92.8793,0.4585,0.4109,2.1745
886.0536,1.3477,157.855,388.1151,90.004,0.4372,0.4009,2.1581
886.206,1.4338,163.8278,388.7196,95.264,0.411,0.392,2.1093
886.3584,1.9963,167.7989,386.7307,93.2517,0.3496,0.384,2.0383
886.5108,2.7671,183.2487,384.2074,91.0867,0.2686,0.3528,1.9787
886.6632,3.0939,190.1613,380.4819,85.8268,0.2287,0.3335,1.9405
886.8156,3.6227,199.49,384.569,80.7959,0.1956,0.3159,1.9101
886.968,4.1951,203.9071,392.1889,80.553,0.1505,0.3148,1.883
887.1204,4.5415,207.9533,393.7607,75.6699,0.1488,0.3066,1.8728
887.2728,4.6274,210.817,399.022,77.1301,0.1518,0.3064,1.866
887.4252,4.6887,210.9696,404.8977,77.9779,0.1699,0.3137,1.8544
887.5776,4.7849,205.0749,408.8793,80.9964,0.1753,0.3319,1.8437
887.73,4.4612,202.0034,411.5973,84.3657,0.2023,0.3414,1.8589
887.8824,3.6556,200.5612,410.1634,86.109,0.2196,0.3429,1.8988
888.0348,3.1654,200.0565,409.5121,89.1275,0.238,0.3433,1.9215
888.1872,3.0445,202.4574,403.0263,79.3066,0.2219,0.3312,1.9053
888.3396,3.4319,208.5918,400.2876,74.6452,0.2069,0.3136,1.8614
888.492,4.1502,213.0153,404.8977,71.6768,0.1687,0.3086,1.8425
888.6444,4.0023,214.2507,407.0426,80.0891,0.1774,0.3084,1.8556
888.7968,2.7568,213.2885,411.2521,81.1464,0.2202,0.316,1.903
888.9492,2.045,211.2479,409.8573,82.5577,0.2722,0.3191,1.9448
889.1016,1.658,204.7656,407.6179,78.051,0.2993,0.3312,1.9825
889.254,1.3857,191.0423,406.6605,75.4764,0.3196,0.3584,2.007
889.4064,1.219,167.2251,410.5249,73.6126,0.3639,0.4005,2.0283
889.5588,1.0993,151.7537,415.2521,75.5032,0.3975,0.4229,2.049
889.7112,1.1338,144.8752,422.1222,80.1402,0.4465,0.4332,2.0641
889.8636,1.1385,142.3105,413.1712,82.994,0.4653,0.4327,2.0835
890.016,1.1466,141.3857,411.8849,85.0606,0.4778,0.4332,2.0876
890.1684,1.055,140.5048,397.3068,85.2622,0.4296,0.4285,2.0793
890.3208,0.9805,141.7459,393.6271,78.7862,0.3863,0.4255,2.0622
890.4732,0.9475,142.3072,397.1278,76.8994,0.3682,0.4263,2.0574
890.6256,0.9553,141.7493,407.6136,69.6045,0.3682,0.4312,2.0619
890.778,0.9504,141.022,418.9439,68.4374,0.3638,0.4361,2.0666
890.9304,0.9455,139.834,421.6456,65.4856,0.3523,0.4382,2.0686
891.0828,0.963,139.6364,418.1449,69.3091,0.3433,0.4372,2.0728
891.2352,0.9877,141.3258,417.4546,73.6959,0.3692,0.4353,2.0738
891.3876,0.9857,142.2507,415.6179,78.089,0.3983,0.4337,2.067
891.54,0.9726,142.3636,411.9055,86.5408,0.4263,0.4322,2.0678
891.6924,1.0142,141.7493,410.6605,91.2264,0.4379,0.4324,2.0804
891.8448,1.0786,140.8684,409.0149,93.0832,0.4247,0.4327,2.1025
891.9972,1.1066,141.188,411.4822,84.229,0.3928,0.4333,2.1111
892.1496,1.0722,140.5048,403.429,83.4897,0.3505,0.431,2.1049
892.302,1.0449,140.6708,401.8182,81.6217,0.3349,0.4302,2.0942
892.4544,1.0397,141.4952,398.1449,91.544,0.376,0.4277,2.0914
892.6068,1.0226,143.0186,397.7607,86.6381,0.4296,0.4258,2.0899
892.7592,1.0113,143.1191,401.4915,85.2295,0.4613,0.4272,2.0782
892.9116,0.9923,142.4766,405.8551,76.1411,0.4545,0.4297,2.0707
893.064,1.0081,141.7493,405.6271,79.8641,0.4234,0.4304,2.0819
893.2164,1.0378,140.5612,409.7401,80.923,0.3925,0.4333,2.1019
893.3688,1.0739,140.6708,406.2599,84.3663,0.383,0.4319,2.1044
893.5212,1.0488,139.4986,404.2301,77.9806,0.3806,0.4324,2.0863
893.6736,1.0077,140.9622,401.245,76.2667,0.3936,0.4296,2.079
893.826,0.9945,143.2694,404.7067,75.008,0.3886,0.4284,2.078
893.9784,1.0161,143.6364,412.1889,76.4167,0.3765,0.4309,2.0729
894.1308,0.988,142.5612,419.5767,73.4935,0.3563,0.4347,2.0489
894.2832,0.9221,141.4421,422.2578,69.3087,0.3317,0.4368,2.0426
894.4356,0.9078,140.1976,423.7699,74.0884,0.336,0.4385,2.0564
894.588,0.9558,140,424,79.0752,0.3381,0.4388,2.0822
894.7404,1.0049,140.6143,417.8778,87.8883,0.3611,0.4362,2.0893
894.8928,1.0264,141.8024,413.9723,91.2175,0.3674,0.4335,2.0846
895.0452,1.0384,142.3072,425.6989,91.6277,0.3846,0.4371,2.065
895.1976,1.0309,144.5138,430.1427,89.0644,0.385,0.4364,2.0506
895.35,0.9955,145.8306,434.5249,85.8387,0.4091,0.4365,2.0405
895.5024,0.9441,146,427.0078,78.989,0.3998,0.4338,2.045
895.6548,0.8837,145.0785,427.5973,75.5153,0.4107,0.435,2.0489
895.8072,0.8641,144.4483,425.245,71.2711,0.4121,0.4348,2.0495
895.9596,0.8602,144.0565,422.8906,79.377,0.4414,0.4344,2.0509
896.112,0.8725,144,421.0149,83.4555,0.4212,0.4338,2.0455
896.2644,0.8956,144,418.8906,88.6523,0.3805,0.433,2.0435
896.4168,0.9122,143.3857,417.6271,88.3946,0.345,0.4332,2.0464
